snapshotHead	snapshotTree	path	scope	manualReview	finalCapability	finalClassification	owner	target	provenance	reason
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	Dockerfile	root-supply-chain	true	worker-image-supply-chain	rewrite-public	runtime-release	deploy/images/worker/Dockerfile	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:Dockerfile#blob=253dbd00030ae5682ebad3235283b7e4d1b32590;sha256=61542fc265e18f70948f95934182ac1d19d37d8b11d45339733cbc81d1890309	The root image is a broad Synara build context; reconstruct a minimal digest-pinned public Worker image that consumes immutable Runtime artifacts.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	apps/provider-host/package.json	provider-host-compat	false	external-runtime-candidate	adapter	synara-host	hxp0618/synara:apps/provider-host/package.json	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:apps/provider-host/package.json#blob=4ab9210615ffcb1a90cd079cd9a68cc2b0460748;sha256=19ed1175ef0d1ffe6981ec296836c99289c59e132d5646238032fcacc7d1ef9f	Provider Host compatibility remains a Synara-owned Host Adapter/bin and consumes immutable public Runtime artifacts; it is not an eighth public package.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	apps/provider-host/src/index.test.ts	provider-host-compat	false	external-runtime-candidate	adapter	synara-host	hxp0618/synara:apps/provider-host/src/index.test.ts	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:apps/provider-host/src/index.test.ts#blob=9073cf00e63842cbed89ad5c94497b887ac0742f;sha256=abc08af07ab03aac827d4490b89976460d47156afc6312af32aaeda649f50055	Provider Host compatibility remains a Synara-owned Host Adapter/bin and consumes immutable public Runtime artifacts; it is not an eighth public package.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	apps/provider-host/src/index.ts	provider-host-compat	false	external-runtime-candidate	adapter	synara-host	hxp0618/synara:apps/provider-host/src/index.ts	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:apps/provider-host/src/index.ts#blob=834791b96f6aed56468508cdcd0169cd37a485de;sha256=9e5b1c208e316df10af72c7adfd48917748e18cd7b09a1077ed95f47e1624d0a	Provider Host compatibility remains a Synara-owned Host Adapter/bin and consumes immutable public Runtime artifacts; it is not an eighth public package.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	apps/provider-host/tsconfig.json	provider-host-compat	false	external-runtime-candidate	adapter	synara-host	hxp0618/synara:apps/provider-host/tsconfig.json	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:apps/provider-host/tsconfig.json#blob=08a471d039b95d4c9eff1d6dc65669c3f4ce313b;sha256=d38c25bd76efc8abab7cf154f44a0f78de3e421f898a93e73ac1756650deb977	Provider Host compatibility remains a Synara-owned Host Adapter/bin and consumes immutable public Runtime artifacts; it is not an eighth public package.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	bun.lock	root-supply-chain	true	module-supply-chain	synara-only	synara-host	hxp0618/synara:bun.lock	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:bun.lock#blob=89334cd51790bcc734b94824ea2fffe8d96bb862;sha256=df132f85f5624112ab5b6461a345ae8875c7e76d27f9b0f7322a35afe11b2e94	The Synara root workspace manifest/lock is provenance input for the legacy Worker image only; cloud-agents must generate and own independent manifests and locks.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	cloud-agent-candidate.lock.json	root-supply-chain	false	external-runtime-candidate	rewrite-public	runtime-release	tools/release/candidates/legacy-synara-candidate.lock.json	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:cloud-agent-candidate.lock.json#blob=cdf86c0a073468c9d722f3133e9874912046677f;sha256=c37167d88426c71042bfa53a511f07a3988643370da4aade4303cf3925895829	Retain the legacy lock as immutable provenance/compatibility input; public releases generate a new same-bits candidate manifest.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	cloud-agent-candidate.lock.schema.json	root-supply-chain	false	external-runtime-candidate	rewrite-public	runtime-release	contracts/runtime/v2/cloud-agent-candidate-lock.schema.json	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:cloud-agent-candidate.lock.schema.json#blob=54451c0db63f69183ce688fe429aa2ca285b4638;sha256=7660d443bc11f77c6cc98e09d047365c1e86aaec037a94104c899cdb1f7c2c64	Rewrite the candidate lock schema as a neutral public Runtime release contract with canonical digest rules.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	deploy/billing/README.md	deploy	false	billing-commercial	synara-only	synara-host	hxp0618/synara:deploy/billing/README.md	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:deploy/billing/README.md#blob=460ed8fb2b942b8bd6092c4f295d9fcc03d9a1a2;sha256=71011a44d24083b4153e876a0ad8cedd1991b6e29e7a0aab1e76bb17357217d1	This deployment composes Synara billing/SaaS product services and private operational policy; it is not a standalone Cloud Agents deployment input.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	deploy/billing/postgres-minio-acceptance.sh	deploy	false	billing-commercial	synara-only	synara-host	hxp0618/synara:deploy/billing/postgres-minio-acceptance.sh	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:deploy/billing/postgres-minio-acceptance.sh#blob=8eb77524bd295b7b9de54ef56e04cc46f724492d;sha256=a0b6cca6a88fd6d0238a949de349942911372dcdf8b993cbf97c54386bae8bf8	This deployment composes Synara billing/SaaS product services and private operational policy; it is not a standalone Cloud Agents deployment input.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	deploy/kubernetes/README.md	deploy	false	kubernetes-deployment	adapter	public-platform-adapter	deploy/helm/cloud-agents/legacy-kubernetes/README.md	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:deploy/kubernetes/README.md#blob=1f49dfb8d424389bd6b375b501912a24dfe81dce;sha256=c60c85feefd0db8c69df1a46a3d421d73303612a9df2dc54fcedb99e4f3b746e	Rewrite this Kubernetes/Kustomize input into the public Helm and Kubernetes adapter profile with neutral names, receipts, security context and digest pins.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	deploy/kubernetes/acceptance.sh	deploy	false	kubernetes-deployment	adapter	public-platform-adapter	deploy/helm/cloud-agents/legacy-kubernetes/acceptance.sh	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:deploy/kubernetes/acceptance.sh#blob=26ecd194abca14ff70d19df2057ad30f6649bf1f;sha256=d0d4ea0f198ca52e8f804c77f3b3a8524d7ca86ecac3b9ad50b23f3d77616d44	Rewrite this Kubernetes/Kustomize input into the public Helm and Kubernetes adapter profile with neutral names, receipts, security context and digest pins.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	deploy/kubernetes/admin-deployment.yaml	deploy	false	kubernetes-deployment	adapter	public-platform-adapter	deploy/helm/cloud-agents/legacy-kubernetes/admin-deployment.yaml	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:deploy/kubernetes/admin-deployment.yaml#blob=1e5840ddcb7db2b5e2744c085696cbada027e2d1;sha256=bae60f017ca0610d2f95ab821fe496b97cd35ed8565469ef322e1fde5e35e641	Rewrite this Kubernetes/Kustomize input into the public Helm and Kubernetes adapter profile with neutral names, receipts, security context and digest pins.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	deploy/kubernetes/admin-service.yaml	deploy	false	kubernetes-deployment	adapter	public-platform-adapter	deploy/helm/cloud-agents/legacy-kubernetes/admin-service.yaml	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:deploy/kubernetes/admin-service.yaml#blob=7bd97a617ec7de365c3902d655b756ac8af59ed1;sha256=6f785669fb5a03d55dda46585eb192c5a052c6ed9fe8140bc0c665e4664b490e	Rewrite this Kubernetes/Kustomize input into the public Helm and Kubernetes adapter profile with neutral names, receipts, security context and digest pins.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	deploy/kubernetes/config.example.yaml	deploy	false	kubernetes-deployment	adapter	public-platform-adapter	deploy/helm/cloud-agents/legacy-kubernetes/config.example.yaml	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:deploy/kubernetes/config.example.yaml#blob=8a2a869b8fa1e9ada958443ee36d7da5a1a145f4;sha256=50935b3978fcde1c4c967abd92e094e3b34fc39f835f6e4f2571d2cf7f6ae05d	Rewrite this Kubernetes/Kustomize input into the public Helm and Kubernetes adapter profile with neutral names, receipts, security context and digest pins.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	deploy/kubernetes/deployment.yaml	deploy	false	kubernetes-deployment	adapter	public-platform-adapter	deploy/helm/cloud-agents/legacy-kubernetes/deployment.yaml	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:deploy/kubernetes/deployment.yaml#blob=0466daa05a9d6b85c13d5ededa16f1707ed91904;sha256=c44d8b28c37d1700878967de2dfabb5d4f1bad3892ddb1b978b53f6dbd019a75	Rewrite this Kubernetes/Kustomize input into the public Helm and Kubernetes adapter profile with neutral names, receipts, security context and digest pins.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	deploy/kubernetes/developer-docs/README.md	deploy	false	kubernetes-deployment	adapter	public-platform-adapter	deploy/helm/cloud-agents/legacy-kubernetes/developer-docs/README.md	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:deploy/kubernetes/developer-docs/README.md#blob=f12aa45f1bb1deeca8944b8d86af4263dfc74c9b;sha256=9d164741b9d86aee992b0b1f94e2fbf2de04958ae7518fdac6094b2eb552baba	Rewrite this Kubernetes/Kustomize input into the public Helm and Kubernetes adapter profile with neutral names, receipts, security context and digest pins.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	deploy/kubernetes/developer-docs/deployment.yaml	deploy	false	kubernetes-deployment	adapter	public-platform-adapter	deploy/helm/cloud-agents/legacy-kubernetes/developer-docs/deployment.yaml	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:deploy/kubernetes/developer-docs/deployment.yaml#blob=7faec6c073fed2a817f521c8ce99d5f3062afeb6;sha256=60becf7940954e307148d35a9a1a9849863ee922127e22d6f0428f7e5a8290a2	Rewrite this Kubernetes/Kustomize input into the public Helm and Kubernetes adapter profile with neutral names, receipts, security context and digest pins.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	deploy/kubernetes/developer-docs/ingress.example.yaml	deploy	false	kubernetes-deployment	adapter	public-platform-adapter	deploy/helm/cloud-agents/legacy-kubernetes/developer-docs/ingress.example.yaml	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:deploy/kubernetes/developer-docs/ingress.example.yaml#blob=188a51d191d0235807ef0fc16878a9ed9825dca0;sha256=72611e91c9eba4d1cb694642d611043fafb0bbe13a8a01075772274a8f7598c3	Rewrite this Kubernetes/Kustomize input into the public Helm and Kubernetes adapter profile with neutral names, receipts, security context and digest pins.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	deploy/kubernetes/developer-docs/kustomization.yaml	deploy	false	kubernetes-deployment	adapter	public-platform-adapter	deploy/helm/cloud-agents/legacy-kubernetes/developer-docs/kustomization.yaml	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:deploy/kubernetes/developer-docs/kustomization.yaml#blob=2faa7550e525b7e0a4a40d27579e033641e090b1;sha256=acab495d6fab6d98f71ccfea2285715d8e886e4a90f9d167056504be2d9eceb1	Rewrite this Kubernetes/Kustomize input into the public Helm and Kubernetes adapter profile with neutral names, receipts, security context and digest pins.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	deploy/kubernetes/developer-docs/pod-disruption-budget.yaml	deploy	false	kubernetes-deployment	adapter	public-platform-adapter	deploy/helm/cloud-agents/legacy-kubernetes/developer-docs/pod-disruption-budget.yaml	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:deploy/kubernetes/developer-docs/pod-disruption-budget.yaml#blob=f40c281e6f29c6fc70e863f5399fe735d4c35f7f;sha256=552d1ec3e76baa34e09d4014ffa9413b74379022fd4d89c983828a2d47d5a0b1	Rewrite this Kubernetes/Kustomize input into the public Helm and Kubernetes adapter profile with neutral names, receipts, security context and digest pins.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	deploy/kubernetes/developer-docs/service.yaml	deploy	false	kubernetes-deployment	adapter	public-platform-adapter	deploy/helm/cloud-agents/legacy-kubernetes/developer-docs/service.yaml	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:deploy/kubernetes/developer-docs/service.yaml#blob=e8b80c66aa8351cb3d45c8443a5ecb2b771c5539;sha256=002977384c1b12e90a01ea6ca0603c747896bde93d7c4ff14b04b2fdde14efe7	Rewrite this Kubernetes/Kustomize input into the public Helm and Kubernetes adapter profile with neutral names, receipts, security context and digest pins.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	deploy/kubernetes/gvisor/README.md	deploy	false	kubernetes-deployment	adapter	public-platform-adapter	deploy/helm/cloud-agents/legacy-kubernetes/gvisor/README.md	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:deploy/kubernetes/gvisor/README.md#blob=9f5f15b495fb3119ae411508b65833682a14ab36;sha256=bc56d4735f7c1f10f1759b0d1746ec04d44145ced4b1e81bb1765a6fb7d20da5	Rewrite this Kubernetes/Kustomize input into the public Helm and Kubernetes adapter profile with neutral names, receipts, security context and digest pins.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	deploy/kubernetes/gvisor/kustomization.yaml	deploy	false	kubernetes-deployment	adapter	public-platform-adapter	deploy/helm/cloud-agents/legacy-kubernetes/gvisor/kustomization.yaml	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:deploy/kubernetes/gvisor/kustomization.yaml#blob=34cc46c26037b6311f3c7e6941225d8b71134ad2;sha256=c320a6bb3ff5cb6b367d4272896009e0d675ff6d5904107d265f41c496c4c04d	Rewrite this Kubernetes/Kustomize input into the public Helm and Kubernetes adapter profile with neutral names, receipts, security context and digest pins.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	deploy/kubernetes/gvisor/node-attestor.yaml	deploy	false	kubernetes-deployment	adapter	public-platform-adapter	deploy/helm/cloud-agents/legacy-kubernetes/gvisor/node-attestor.yaml	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:deploy/kubernetes/gvisor/node-attestor.yaml#blob=9662bea168790edfda3275c57ac7789695852e80;sha256=febcb5bd972b61f84dd6bc034d53b789ef41c927e06004f52ad345965ceb58b3	Rewrite this Kubernetes/Kustomize input into the public Helm and Kubernetes adapter profile with neutral names, receipts, security context and digest pins.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	deploy/kubernetes/gvisor/runtime-class.yaml	deploy	false	kubernetes-deployment	adapter	public-platform-adapter	deploy/helm/cloud-agents/legacy-kubernetes/gvisor/runtime-class.yaml	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:deploy/kubernetes/gvisor/runtime-class.yaml#blob=3e30adfe76b3d1178b0a0bf674a29767b1ab4f16;sha256=5b003078b72e0a5fe4e0446c5afafca0c48ab06ab48971edabc9845e38f05355	Rewrite this Kubernetes/Kustomize input into the public Helm and Kubernetes adapter profile with neutral names, receipts, security context and digest pins.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	deploy/kubernetes/kind-acceptance.sh	deploy	false	kubernetes-deployment	adapter	public-platform-adapter	deploy/helm/cloud-agents/legacy-kubernetes/kind-acceptance.sh	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:deploy/kubernetes/kind-acceptance.sh#blob=a53f411d1ef339b2696d02a509a5e4829c0fe51f;sha256=431bca972be151950762edbbb937d23dbbf6a02dbebb3f37dc51957135925d80	Rewrite this Kubernetes/Kustomize input into the public Helm and Kubernetes adapter profile with neutral names, receipts, security context and digest pins.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	deploy/kubernetes/kind-dual-cluster-acceptance.sh	deploy	false	kubernetes-deployment	adapter	public-platform-adapter	deploy/helm/cloud-agents/legacy-kubernetes/kind-dual-cluster-acceptance.sh	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:deploy/kubernetes/kind-dual-cluster-acceptance.sh#blob=b5302aa659bf8d84c597992f03e08b059d43be76;sha256=ffd53405e39ce3d81a8df4820a2c041a880b863066db1aaab15495e7a4fb4ddc	Rewrite this Kubernetes/Kustomize input into the public Helm and Kubernetes adapter profile with neutral names, receipts, security context and digest pins.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	deploy/kubernetes/kind-multinode.yaml	deploy	false	kubernetes-deployment	adapter	public-platform-adapter	deploy/helm/cloud-agents/legacy-kubernetes/kind-multinode.yaml	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:deploy/kubernetes/kind-multinode.yaml#blob=9c7fcb7a2a820a5547ad6e17acab6660a026ed2d;sha256=4127f63cd7a80bbaa85988fed9670b960d0f9ec8acbc551219fd81a3e982ceda	Rewrite this Kubernetes/Kustomize input into the public Helm and Kubernetes adapter profile with neutral names, receipts, security context and digest pins.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	deploy/kubernetes/kind-resilience-acceptance.sh	deploy	false	kubernetes-deployment	adapter	public-platform-adapter	deploy/helm/cloud-agents/legacy-kubernetes/kind-resilience-acceptance.sh	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:deploy/kubernetes/kind-resilience-acceptance.sh#blob=e477b06ab49ca32908533150ba56428a69698d39;sha256=0d2d1b748b00c6909efacc2d5af890567420ab6522c192a46ac0df9278f440b0	Rewrite this Kubernetes/Kustomize input into the public Helm and Kubernetes adapter profile with neutral names, receipts, security context and digest pins.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	deploy/kubernetes/kustomization.yaml	deploy	false	kubernetes-deployment	adapter	public-platform-adapter	deploy/helm/cloud-agents/legacy-kubernetes/kustomization.yaml	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:deploy/kubernetes/kustomization.yaml#blob=0d90dbd26e5608ecc78cae9ddcdf5180768705a2;sha256=3c46e4ccb7f26ba7004a21f5c6730e986ecb7562a6ac37f3ae6610d33b0e9b04	Rewrite this Kubernetes/Kustomize input into the public Helm and Kubernetes adapter profile with neutral names, receipts, security context and digest pins.
2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0	ba41fc168ea65978b1f17fdb8abc5afbc22ca9cc	deploy/kubernetes/managed-hook-controller.py	deploy	false	kubernetes-deployment	adapter	public-platform-adapter	deploy/helm/cloud-agents/legacy-kubernetes/managed-hook-controller.py	2c50b1eb54ed3228719bb55cc8bdcd1b0babc8e0:deploy/kubernetes/managed-hook-controller.py#blob=ca006a1ccb21dae8f5368cbc76e681ef66417f0a;sha256=c9086ba399ee84163d78444ecd6a6bf08712861b4bc1c0a79e08d6e60e7adfb3	Rewrite this Kubernetes/Kustomize input into the public Helm and Kubernetes adapter profile with neutral names, receipts, security context and digest pins.
